produce_slug,region_slug,season_months,peak_months,source_type,notes,storage_tip
calabaza,florida,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[9, 10, 11, 12]",import,"Florida is the primary US domestic source of calabaza (Cucurbita moschata), able to grow it year-round. The 'La Estrella' cultivar dominates commercial production. Deeply tied to Caribbean, Puerto Rican, Cuban, and broader Latin American cuisines. Used in sancocho, sopa de calabaza, stews, and purees.","Whole calabaza stores 2-3 months in a cool, dry place like other winter squash. Cut pieces: wrap tightly in plastic and refrigerate for up to 1 week. Often sold pre-cut in Latin markets due to the large size."
calabaza,central-valley,"[7, 8, 9, 10, 11]","[9, 10]",local,Limited California production in warm-season months in the Central Valley. Calabaza needs 90-120 frost-free days and is very heat tolerant. Occasionally found at Southern California farmers markets in fall.,"Whole squash keeps 2-3 months in cool, dry storage. Cut pieces refrigerate up to 1 week wrapped in plastic."
calabaza,sinaloa,"[1, 2, 3, 4, 10, 11, 12]","[1, 2, 12]",import,"Mexico and Central American/Caribbean countries export calabaza to the US, particularly to meet winter demand. Dominican Republic is also a significant source.","Whole calabaza stores 2-3 months in a cool, dry place. Cut pieces refrigerate up to 1 week."
lotus-root,sacramento-valley,"[8, 9, 10, 11]","[9, 10]",local,"Limited commercial lotus root production in California's Sacramento Delta region, where lotus grows in flooded fields and shallow ponds. Harvest occurs 4-6 months after spring planting. Crisp, starchy rhizome with a mild, slightly sweet flavor and distinctive lace-like cross-section pattern.","Refrigerate unpeeled roots wrapped in a damp cloth in a plastic bag for 1-2 weeks. Once cut, submerge slices in water with a splash of vinegar to prevent browning; refrigerate and change water every 2 days."
lotus-root,china,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[9, 10, 11, 12]",import,"China is the world's largest producer and exporter of lotus root, shipping fresh and frozen product year-round. Multiple harvest seasons provide continuous supply. Also imported from India. Available fresh, frozen, dried, and pickled at Asian grocery stores.",Fresh imported roots: refrigerate wrapped in damp towel in plastic bag for 1-2 weeks. Frozen keeps 6-12 months. Dried slices store in a sealed container for up to 1 year.
yam,guatemala,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 9, 10, 11, 12]",import,"True yams (Dioscorea spp.) -- NOT the orange-fleshed sweet potatoes commonly mislabeled as 'yams' in US stores. Rough, bark-like brown skin and white or purple starchy flesh. Common varieties include white yam (D. rotundata), yellow yam (D. cayennensis), and yampi (D. trifida). Staple in Caribbean, West African, and Latin American cuisines. Imports peak fall/winter.","Store whole unpeeled yams in a cool, dry, dark, well-ventilated place (55-65F) for 2-4 weeks. Do not refrigerate whole yams. Once peeled or cut, submerge in water and refrigerate for 2-3 days."
yam,colombia,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[],import,"West African nations (Nigeria, Ghana) produce over 90% of the world's true yams. Ghana and Nigeria export white yam and water yam to diaspora communities in North America. These tend to be larger tubers sold at African specialty markets.","Cool, dry, dark storage for 2-4 weeks unpeeled. West African varieties may have a slightly longer shelf life due to thicker skin."
elephant-garlic,central-valley,"[5, 6, 7, 8]","[6, 7]",local,"Allium ampeloprasum, actually a leek relative despite the name. Planted in fall, harvested when tops yellow in early summer. Milder and sweeter than true garlic with very large cloves. Christopher Ranch in Gilroy is a major commercial source.","Store whole unpeeled bulbs in a cool, dark, dry, well-ventilated spot for 3-7 weeks. Refrigerator extends life to about 2 months. Shorter storage life than regular garlic."
horseradish-root,central-valley,"[3, 4, 5, 10, 11]","[4, 5, 10, 11]",local,"Virtually all California horseradish and over one-third of the US crop grows in Tulelake, Siskiyou County, in unique volcanic soil. Roots grow for two years before initial harvest; the same root can be harvested for up to 20 years. Harvested twice a year in spring and fall.","Wrap unpeeled roots in damp paper towel, store in plastic bag in refrigerator crisper for 3-4 weeks. Once grated, pungency fades quickly; use within 1-2 weeks."
bottle-gourd,central-valley,"[6, 7, 8, 9, 10]","[7, 8, 9]",local,"Lagenaria siceraria, known as lauki/dudhi in Indian cuisine and opo in Chinese cuisine. Warm-season cucurbit grown by Asian and South Asian small farmers in Fresno County. Harvest young when skin is soft and fingernail can pierce it; overripe fruit hardens into gourd shell.","Refrigerate unwashed in a plastic bag for up to 1 week. Once cut, wrap tightly in plastic and use within 3-4 days."
bottle-gourd,baja-california,"[1, 2, 3, 4, 5, 11, 12]","[2, 3, 4]",import,Mexican imports supplement California production during cooler months. The US is the largest consumer of bottle gourd globally. Available in Indian and Asian grocery stores year-round through import channels.,Refrigerate whole for up to 1 week. Inspect imported fruit for firmness and unblemished skin.
opo-squash,central-valley,"[6, 7, 8, 9, 10]","[7, 8, 9]",local,"Lagenaria siceraria var., the elongated form of bottle gourd favored in Chinese and Southeast Asian cooking. Grown by Hmong and other Asian farmers in the Fresno area. Flavor is mild and slightly sweet, similar to zucchini but firmer.","Refrigerate in a plastic bag for up to 1 week. Once cut, wrap tightly and use within 3-4 days."
opo-squash,baja-california,"[1, 2, 3, 4, 5, 11, 12]","[2, 3, 4]",import,Mexican imports fill the winter gap when California production stops. Asian markets carry opo squash year-round through a combination of local and imported supply.,Refrigerate whole for up to 1 week.
burdock-root,central-valley,"[6, 7, 8, 9, 10, 11]","[7, 8, 9, 10]",local,"Arctium lappa, known as gobo in Japanese cuisine. Takinogawa is the standard cultivar with long straight roots harvested by hand. New-season gobo appears June-July, whiter and more tender. Also grows wild throughout North America.","Store whole unwashed roots wrapped in damp paper towel in a plastic bag in the crisper for 2-4 weeks. Once cut, submerge in acidulated water to prevent browning."
burdock-root,china,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[9, 10, 11]",import,"Japan and China are the primary commercial producers. Much of the gobo in Japanese and Korean markets in SoCal is imported. Available year-round, with fall being the traditional peak harvest season.",Same as local. Imported roots may have been in transit longer; check for firmness.
chrysanthemum-leaves,salinas-valley,"[1, 2, 3, 4, 10, 11, 12]","[1, 2, 11, 12]",local,"Glebionis coronaria, known as shungiku in Japanese and tong ho in Chinese. Cool-season leafy green that bolts quickly above 77F. Best quality Nov-Feb when leaves are most tender and aromatic. Strongly aromatic with a distinctive herbal-floral flavor. A staple for hot pot and shabu-shabu.","Highly perishable. Wrap in damp paper towel, place in plastic bag, and refrigerate for 3-5 days maximum. Best used the day of purchase."
chrysanthemum-leaves,socal-coastal,"[1, 2, 3, 10, 11, 12]","[1, 2, 11, 12]",local,Mild coastal Southern California climate allows fall-through-spring production. Grown by small-scale Asian farmers for local Asian markets. Tolerates light frost.,Same handling. Use within 3-5 days of purchase.
chinese-celery,salinas-valley,"[1, 2, 3, 4, 5, 6, 10, 11, 12]","[3, 4, 5, 10, 11]",local,"Slender hollow stalks with much more intense flavor than standard celery. Thrives in same cool coastal conditions as regular celery (55-75F). California produces 80% of US celery from Salinas and Santa Maria regions. Both stalks and leaves used in stir-fries, soups, and noodle dishes.",Wrap in damp paper towel and store in plastic bag in refrigerator for 1-2 weeks. More perishable than Western celery due to thinner stalks.
chinese-celery,santa-maria-valley,"[1, 2, 3, 4, 5, 6, 10, 11, 12]","[3, 4, 5, 10, 11]",local,Secondary cool coastal production region. Same growing conditions as Salinas Valley with cool foggy weather ideal for celery production.,Wrap in damp paper towel and refrigerate for 1-2 weeks.
water-chestnut,china,"[1, 2, 3, 10, 11, 12]","[1, 11, 12]",import,"Eleocharis dulcis, an aquatic sedge, not a true nut. Virtually all fresh and canned water chestnuts in US markets are imported from China. Corms harvested when leaf stalks die back in fall. Fresh specimens are vastly superior to canned in sweetness and crunch. No significant US commercial production.","Fresh unpeeled corms keep 2-3 weeks in a paper bag in the refrigerator. Do not store in plastic. Once peeled, submerge in water and refrigerate for up to 1 week, changing water daily."
water-chestnut,southeast-asia,"[1, 2, 3, 10, 11, 12]","[1, 11, 12]",import,Also imported from Southeast Asian producing countries. Fresh water chestnuts appear seasonally in well-stocked Asian markets during fall-winter-spring.,"Same as above. Check for firm, unblemished corms without soft spots."
thai-eggplant,central-valley,"[6, 7, 8, 9, 10]","[7, 8, 9]",local,Small round green/white Thai eggplant varieties. Requires long hot growing season with day temps 80-90F. Grown by Hmong and Southeast Asian farmers in Fresno County. 50-80 days from transplant depending on variety.,Refrigerate unwashed in a paper bag for up to 1 week. Best used within a few days as skin wrinkles and flesh becomes bitter with age.
thai-eggplant,southeast-asia,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",import,Thai and Southeast Asian imports available year-round in well-stocked Asian markets. Supplements local production during winter months.,Imported eggplant may have shorter remaining shelf life. Inspect for firmness. Refrigerate and use within 3-5 days.
taro-leaves,hawaii,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[5, 6, 7, 8, 9, 10]",import,"Colocasia esculenta leaves, known as lu'au leaves in Hawaiian and dahon ng gabi in Filipino. Hawaii is the primary US producer with over 100 taro varieties. Year-round crop; leaf production peaks around 5 months after planting. Must be thoroughly cooked to neutralize calcium oxalate crystals; never eat raw.","Highly perishable. Wrap in damp paper towel and refrigerate in a plastic bag for 2-4 days maximum. Frozen lu'au leaves are a practical alternative, lasting months in the freezer."
amaranth-greens,central-valley,"[5, 6, 7, 8, 9, 10]","[6, 7, 8, 9]",local,"Amaranthus spp., known as callaloo in Caribbean cuisine and chaulai in Hindi. Warm-season green that thrives at 77-86F. Begin harvesting tender young leaves at 12 inches tall, about 30-40 days after sowing. Grown by Hmong, Latin American, and Caribbean immigrant farmers in the Central Valley.","Highly perishable. Wrap loosely in damp paper towel, place in plastic bag, and refrigerate for 3-5 days."
amaranth-greens,socal-coastal,"[4, 5, 6, 7, 8, 9, 10]","[6, 7, 8, 9]",local,"Mild Southern California climate allows earlier planting in April. Found at Latin American and Asian markets. Multiple species and colors available including green, red, and bicolor varieties.",Use within 3-5 days for best quality.
fresh-garbanzo-beans,sacramento-valley,"[4, 5, 6]","[5, 6]",local,Cicer arietinum harvested green while pods are still immature and soft. California plants garbanzos Dec-Jan as a winter crop; pods develop mid-April through mid-May. Fresh green garbanzos appear at farmers markets by late April. Califresh is the only year-round grower/shipper of fresh green garbanzos in California.,"Refrigerate unshelled pods in a paper bag for up to 1 week. Once shelled, use within 2-3 days. Blanch and freeze for up to 6 months."
fresh-garbanzo-beans,central-valley,"[4, 5, 6]","[5, 6]",local,"Southern San Joaquin Valley production. By mid-June, pods mature and dry into familiar tan dried chickpeas, so the fresh green window is narrow. Marketed to communities with large Hispanic, Indian, and Middle Eastern populations.",Refrigerate in pods for up to 1 week; shell just before cooking.
manzano-pepper,socal-coastal,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[7, 8, 9, 10]",local,"Capsicum pubescens, also called chile peron or rocoto. One of few chile species with black seeds. Thick-fleshed, apple-shaped fruit ripens yellow to orange. 12,000-30,000 SHU. Prefers cooler temps (45-60F) and partial shade, making coastal Southern California ideal.",Refrigerate in a paper bag for 1-2 weeks. Thick walls keep well. Freeze whole or sliced for 3-6 months.
manzano-pepper,central-mexico,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[6, 7, 8, 9, 10]",import,Widely grown in highland areas of central Mexico where cooler temperatures suit C. pubescens. Staple in Mexican markets as chile manzano or chile peron. Available year-round in SoCal Mexican markets.,Refrigerate in a paper bag for 1-2 weeks.
ghost-pepper,central-valley,"[7, 8, 9, 10]","[8, 9]",local,"Bhut jolokia, originally from Assam, India. 855,000-1,041,000 SHU. Held the Guinness world record for hottest pepper from 2007 to 2011. Requires 120-150 days from transplant and sustained heat above 75F. Central Valley summer heat is ideal. Wrinkled, pointed pods 2-3 inches long.",Refrigerate in a paper bag for 1-2 weeks. Dry well in a dehydrator for long-term storage. Freeze whole for 6+ months. Handle with gloves.
ghost-pepper,india,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[8, 9, 10, 11]",import,"Native to northeast India (Assam, Nagaland, Manipur). India remains the primary source for dried ghost peppers and powders sold in US markets. Fresh imports are rare; most arrive dried or processed.",Dried ghost peppers keep 1-2 years in an airtight container away from light.
aji-amarillo,socal-coastal,"[6, 7, 8, 9, 10, 11]","[8, 9, 10]",local,"Capsicum baccatum, the essential Peruvian yellow chile. 30,000-50,000 SHU with a distinctive fruity, slightly tropical flavor. Pods ripen from green to deep orange-yellow. Small-scale specialty growers in Southern California supply Peruvian markets.",Refrigerate fresh peppers in a paper bag for 1-2 weeks. Freeze whole for 3-6 months.
aji-amarillo,peru-coast,"[1, 2, 3, 6, 7, 8, 9, 10, 11, 12]","[7, 8, 9, 10]",import,"Peru is the primary global source. Paste (aji amarillo paste in jars) and frozen whole peppers imported year-round. The most important chile in Peruvian cuisine, used in ceviche, causa, and aji de gallina.",Fresh imported peppers keep 1-2 weeks refrigerated. Aji amarillo paste keeps 2-3 weeks after opening.
hibiscus,central-valley,"[9, 10, 11]","[10, 11]",local,"Hibiscus sabdariffa (roselle). The edible part is the fleshy red calyx surrounding the seed pod, not the petal. Small-scale California production in the Central Valley. Photoperiodic plant that flowers as days shorten in fall. Fresh calyces are tart and cranberry-like.",Fresh calyces refrigerate for 1-2 weeks. Dry thoroughly in a dehydrator; dried flowers keep 1-2 years in an airtight container.
hibiscus,central-mexico,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[10, 11, 12]",import,"Mexico is a major producer of dried hibiscus (flor de jamaica). Dried calyces are available year-round in bulk bins at Mexican markets throughout SoCal -- extremely common and inexpensive. Used primarily for agua de jamaica, also in sauces, candied, and in mole.","Dried hibiscus flowers keep 1-2 years stored in a cool, dry place in an airtight container."
peanut,southeast-us,"[9, 10, 11]",[10],import,"Technically a legume (Arachis hypogaea). Georgia produces over 50% of US peanuts. Harvested late September through mid-November. Four main types: Runner (most common, peanut butter), Virginia (large, roasted in-shell), Spanish (smaller, higher oil), Valencia (sweet, boiling peanuts). Roasted and processed peanuts available year-round.","In-shell raw peanuts keep 1-2 months at room temperature, 4-6 months refrigerated. Green boiling peanuts are highly perishable -- use within 5-7 days."
cashew,southeast-asia,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[2, 3, 4, 5]",import,Tropical tree nut (Anacardium occidentale) with no US commercial production. Vietnam supplies about 88% of US cashew imports. Always sold shelled and processed because the shell contains caustic urushiol oil. Raw cashews sold in US stores are actually steam-processed to remove shell toxins.,"Sealed raw cashews keep 6-12 months in pantry, 1+ year refrigerated. Prone to rancidity from high oil content -- store away from heat and light."
tamarillo,socal-coastal,"[1, 2, 9, 10, 11, 12]","[10, 11, 12]",local,"Solanum betaceum, also called tree tomato. Egg-shaped fruit, red or golden-orange varieties. Can be grown in frost-free coastal Southern California. Small fast-growing tree fruits within 1-2 years from seed. Tart, tomato-like flavor with tropical notes. Skin is bitter and inedible.",Firm fruit ripens at room temperature in 3-5 days. Ripe fruit refrigerates for 7-10 days. Pulp freezes well for 3-6 months.
tamarillo,colombia,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 10, 11, 12]",import,Colombia is the world's largest tamarillo producer. Ecuador and New Zealand are also significant exporters. Red and golden varieties available in Latin American markets in SoCal.,"Imported fruit keeps 1-2 weeks refrigerated. Select firm, unblemished fruit with intact stems."
carambola,florida,"[1, 2, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 8, 9, 12]",import,"Averrhoa carambola, commonly called star fruit. Florida (Dade, Lee, Broward counties) is the main US producer with two peak periods: August-September and December-February. Sweet cultivars (Arkin, B-10) dominate the US market. Same species as the star-fruit entry; carambola is the botanical/international name.",Firm green fruit ripens at room temperature in 2-5 days. Ripe yellow fruit refrigerates for 1-2 weeks.
carambola,southeast-asia,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[8, 9, 10, 11]",import,"Native to Southeast Asia. Taiwan, Thailand, and Malaysia are major exporters. About 59% of US carambola availability comes from imports. Available year-round from tropical sources.","Imported fruit keeps 1-2 weeks refrigerated. Select firm, bright yellow fruit with minimal brown edges."
japanese-sweet-potato,central-valley,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[9, 10, 11]",local,"Murasaki variety -- purple skin, creamy white flesh that turns golden when cooked. Drier and nuttier than orange types with subtle chestnut-like sweetness. Merced, Stanislaus, and Kern counties are the main CA production areas. Widely available at Trader Joe's and Whole Foods. Also sold as satsumaimo.","Store in a cool, dark place (55-60F) -- never refrigerate raw. Properly cured roots (85F/high humidity for 4-7 days after harvest) keep 6-10 months in commercial storage, supplying markets year-round."
japanese-sweet-potato,southeast-us,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 10, 11, 12]",import,North Carolina is the top US sweet potato producer (50%+ of national crop). Murasaki is grown alongside Covington and Beauregard. NC-grown roots ship nationwide from climate-controlled storage year-round.,"Same as CA-grown. Store in a cool, dark place. Do not refrigerate raw."
okinawan-sweet-potato,central-valley,"[1, 2, 3, 4, 8, 9, 10, 11, 12]","[9, 10, 11]",local,"Sold as Stokes Purple on the mainland (trademarked by A.V. Thomas Produce). Deep purple flesh rich in anthocyanins. Drier than orange types and needs about twice the cooking time. Over 500 acres grown organically in Livingston (Merced County). About 1,000 total acres of purple sweet potatoes in CA. Season runs September through April from stored harvest.","Store in a cool, dark place (55-60F). Shorter storage window than orange varieties due to drier flesh -- keeps about 4-6 months cured. Do not refrigerate raw."
okinawan-sweet-potato,hawaii,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[8, 9, 10, 11]",import,The original Okinawan purple sweet potato arrived in Hawaii from Japan during the plantation era. Most popular commercially grown uala in Hawaii. True purple flesh. Tropical year-round growing season allows continuous harvest. Rarely shipped to mainland in volume.,"Limited mainland distribution. Store same as other sweet potatoes -- cool, dark, dry location."
white-sweet-potato,central-valley,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[8, 9, 10, 11]",local,"Hannah is the most common white variety in California. O'Henry and Bonita also grown commercially. Tan/light skin, cream-white flesh. Drier and less sweet than orange types with a starchy, chestnut-like texture. Often used as a regular potato substitute.","Store in a cool, dark place (55-60F). Properly cured roots keep 4-7 months. Do not refrigerate raw."
white-sweet-potato,southeast-us,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[9, 10, 11, 12]",import,O'Henry and Bonita also grown in North Carolina. Supplements California supply from climate-controlled storage year-round.,"Same as CA-grown. Cool, dark, dry location."
white-sweet-potato,costa-rica,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[1, 2, 3, 11, 12]",import,"Boniato/batata -- a related white-fleshed Caribbean sweet potato. Imported from Dominican Republic, Costa Rica, and Cuba. Drier, flakier, less sweet than US white sweet potatoes. Common in Latin markets under names boniato, batata, or camote. About 5,000 acres also grown in South Florida.",Boniato has a shorter shelf life than cured US sweet potatoes -- typically 1-2 weeks at room temperature. Best consumed soon after purchase.
